Player,Team,Conference,GP,MPG,ORtg,USG,eFG%,TS%,ORB%,DRB%,AST%,TO%,FTM,FTA,FT%,2P,2PA,2P%,3P,3PA,3P%,BLK%,STL%,FTR,Class,Height,Number,PORPAG,Adj_O_Eff,Foul_rate,Year,ID,Hometown,Recruiting_Rank,A_TO_Rate,Rim_Made,Rim_Missed,Mid_Made,Mid_Missed,Rim%,Mid%,Dunks,Dunks_Attempts,Dunk%,Draft_Spot,DRTG,Adj_DRTG,D_PORPAG,stops,BPM,O_BPM,D_BPM,G_BPM,MPG,OG_BPM,DG_BPM,OREB_PG,DREB_PG,REB_PG,AST_PG,STL_PG,BLK_PG,PTS_PG,Position_Advanced,3PT/100
Cougar Downing,Little Rock,OVC,22,41,100.9,19.3,41.3,47.97,2,6.1,6,11.7,38,43,0.884,18,48,0.375,26,90,0.289,0.3,2.3,31.2,Sr,6-1,11,0.479113,96.7802,4.2,2024,78496,"Olathe, KS",,0.87501718,11,24,7,24,0.4583,0.2917,0,0,,,109.219,113.586,1.0847,63.5578,-5.07232,-1.13784,-3.93448,-4.40866,18.0909,-2.77971,-1.62895,0.3182,1,1.3182,0.6364,0.7273,0.0455,6.9091,Combo G,12.7062
Johan Nziemi,Longwood,BSth,19,13.1,128.1,18.2,64,65.41,13.2,20.1,3.6,11.5,15,23,0.652,16,25,0.64,0,0,0,0,1,92,Jr,6-6,7,0.655234,121.727,5.7,2024,78497,"Manhattan, NY",,0.66666661,13,21,3,4,0.619,0.75,3,3,1,,100.593,103.709,0.548654,19.565,-1.9673,0.731971,-2.69927,1.47067,6.6364,1.45448,0.0161878,0.9091,1.2273,2.1364,0.1818,0.1364,0,2.6364,PF/C,0
Michael Imariagbe,Houston Christian,Slnd,19,69.9,96.2,21.2,54.3,54.37,9.9,19.5,6.4,21.9,41,79,0.519,79,142,0.556,2,9,0.222,3.2,1.1,52.3,Jr,6-7,33,0.666535,95.9279,3.3,2024,78498,"Houston, TX",,0.46937809,64,110,14,31,0.5818,0.4516,8,8,1,,110.634,110.713,1.97518,104.594,-3.2381,-2.4766,-0.761503,-2.96577,28.381,-1.65563,-1.31014,3.0476,5.7619,8.8095,1.0952,0.6667,1.0476,11.7143,PF/C,0.91047
Amire Robinson,Nevada,MWC,11,6,109.8,5.8,60,60,2.3,16.7,3.2,19,0,0,0,3,3,1,0,2,0,2.3,0,0,Fr,6-4,5,-0.0338173,87.0387,3,2024,78499,"Akron, OH",,3.00120041,3,3,0,0,1,,0,0,,,101.637,100.977,0.502985,8.63772,-0.958891,-2.48856,1.52967,-2.42343,5.25,-3.82559,1.40215,0.0833,0.6667,0.75,0.25,0,0.0833,0.5,Wing G,2.21547
Keylon Dorsey,New Mexico St.,CUSA,8,5.4,44.8,24.6,16.7,20.71,8.4,19.1,0,22.5,2,4,0.5,1,5,0.2,1,10,0.1,0,0,26.7,Fr,6-5,5,-0.716407,47.8928,8.6,2024,78501,"Houston, TX",,0,0,1,1,4,0,0.25,0,0,,,109.019,107.009,0.418546,6.7805,-20.9362,-13.1771,-7.75914,-22.1509,6.4,-15.3011,-6.84985,0.3,1.1,1.4,0,0,0.1,2.3,Stretch 4,13.8852
Jazz Gardner,Nevada,MWC,16,12.8,93.8,24.9,47.6,48.54,13.9,21.5,5.5,18.7,4,7,0.571,17,32,0.531,2,10,0.2,3.2,0,16.7,Fr,7-0,23,0.246655,99.1261,5,2024,78502,"Pasadena, CA",72.8,0.33339629,7,12,10,20,0.5833,0.5,2,2,1,,98.8462,96.9684,0.835512,20.8168,-4.68203,-3.50724,-1.17479,-4.97257,7.2353,-3.45258,-1.51998,0.8824,1.4118,2.2941,0.1765,0.1176,0.1765,2.8235,PF/C,5.19251
Tru Washington,New Mexico,MWC,22,48.6,106.8,20.2,53.6,56.45,4.3,15.3,10.2,18.1,33,47,0.702,53,93,0.57,14,45,0.311,1.5,4.8,34.1,Fr,6-4,3,1.34953,109.052,4,2024,78503,"Phoenix, AZ",80.8,0.93104237,43,63,9,29,0.6825,0.3103,5,6,0.8333,,91.1032,89.0398,2.83676,104.67,6.31124,1.94057,4.37067,5.78765,19.4545,1.32254,4.46512,0.7727,2.7273,3.5,1.2273,1.7273,0.2727,8.2273,Wing G,5.67611
Tyler Rolison,Nevada,MWC,21,31.9,103.4,19.3,44.5,50.21,1.3,13.8,21.1,15.1,25,35,0.714,13,45,0.289,13,28,0.464,0.4,3.1,47.9,Fr,6-0,3,0.64143,102.876,5,2024,78505,"Los Angeles, CA",67.6,2.40011729,6,16,5,27,0.375,0.1852,0,0,,,96.4845,94.4478,1.70003,56.8164,1.87892,0.255503,1.62341,1.7784,13.5455,-1.37147,3.14987,0.1364,1.5909,1.7273,1.6364,0.6818,0.0455,4.0909,Scoring PG,5.83384
JT Toppin,New Mexico,MWC,22,64.4,126.2,20.4,66.1,64.77,14.4,22.6,4.4,12.1,31,59,0.525,115,168,0.685,8,24,0.333,8.1,2.5,30.7,Fr,6-9,15,3.58828,129.185,4.1,2024,78506,"Dallas, TX",78,0.51852796,86,125,25,35,0.688,0.7143,25,32,0.7813,,90.0776,88.0375,3.84768,143.553,9.92114,4.41671,5.50444,8.88309,25.3913,5.67949,3.2036,3.3478,5.3043,8.6522,0.6087,1.1739,1.8696,12.6957,PF/C,2.28454
Yaak Yaak,New Mexico St.,CUSA,7,4.1,57.2,7.4,0,105.26,0,25.1,5.4,73.2,2,2,1,0,0,0,0,0,0,4,0,0,Fr,6-11,14,-0.655107,46.2883,7.5,2024,78507,"Adelaide, Australia",,0.33333333,0,0,0,0,,,0,0,,,105.008,103.401,0.42364,6.16836,-5.15181,-8.22279,3.07098,-8.67661,5.25,-9.39405,0.717443,0.125,1,1.125,0.125,0,0.125,0.625,C,0
Jimel Lane,Northwestern St.,Slnd,20,43.5,72.7,17.7,42.5,43.91,4,15,3.9,29.3,12,23,0.522,28,59,0.475,6,28,0.214,3,2.2,26.4,So,6-7,0,-1.27169,68.9802,4.8,2024,78509,"Miami, FL",,0.25,21,37,7,22,0.5676,0.3182,9,10,0.9,,111.642,112.904,1.14988,67.9957,-6.81338,-6.53877,-0.274612,-8.56434,18,-7.46341,-1.10093,0.7273,2.3636,3.0909,0.4091,0.8636,0.6818,5.1818,Wing F,4.40661
Broek Ostrom,St. Bonaventure,A10,6,1.5,97,17.7,62.5,62.5,0,28.8,0,26.4,0,0,0,1,1,1,1,3,0.333,9.6,0,0,So,6-2,30,0.0127533,90.7576,3.1,2024,78510,"Holley, NY",,0,0,0,1,1,,1,0,0,,,95.9239,98.4594,0.245112,2.74301,-5.88926,-6.15164,0.262383,-1.83321,2.1667,-2.4104,0.577192,0,0.5,0.5,0,0,0.1667,0.8333,PF/C,14.4968
Josh Hecht,San Diego,WCC,2,1.5,209.6,13.3,110,110,0,8.4,22,0,0,0,0,1,1,1,3,4,0.75,0,0,0,Fr,6-2,15,2.60103,204.381,6.2,2024,78511,"Santa Monica, CA",,,0,0,1,1,,1,0,0,,,114.192,106.91,0.544738,1.63823,7.18285,11.944,-4.76115,17.0824,6.5,16.3304,0.752067,0,0.5,0.5,0.5,0,0,5.5,Pure PG,16.6983
Kendall Hailey,Army,Pat,13,18.2,65.2,12.6,23.8,31.45,2.2,14.9,14.1,32.2,5,6,0.833,5,13,0.385,0,8,0,2.4,1.6,28.6,Fr,6-3,13,-1.38172,55.3436,1.5,2024,78513,"Los Angeles, CA",,1.15380179,2,7,3,6,0.2857,0.5,0,0,,,103.39,109.254,0.893656,25.0761,-8.49846,-8.80048,0.302021,-8.66906,12.2667,-8.28602,-0.383045,0.2667,1.3333,1.6,1,0.4,0.2,1,Wing G,3.25629
Dylan Blair,Army,Pat,21,23.8,72.3,19.7,41,42.75,0,9.5,16.1,31.6,5,8,0.625,4,16,0.25,11,34,0.324,0,2.8,16,Fr,5-9,23,-0.633277,69.8627,3.6,2024,78514,"Downingtown, PA",,0.85717415,1,2,3,14,0.5,0.2143,0,0,,,103.633,108.863,0.732229,32.3262,-9.77924,-7.67925,-2.09999,-9.28825,9.6087,-8.26125,-1.027,0,0.7391,0.7391,0.7826,0.3913,0.0435,2,Combo G,10.583
Ryan Curry,Army,Pat,21,73.6,94.2,21.6,46.7,48.63,0.7,12.9,23.8,19.6,20,27,0.741,36,87,0.414,38,112,0.339,0.8,1.5,13.6,Fr,6-0,2,0.411652,93.0884,2.9,2024,78515,"Montgomery, NJ",,1.57781743,17,33,19,54,0.5152,0.3519,0,0,,,105.008,110.307,2.12157,93.9893,-4.26795,-2.38038,-1.88757,-3.76526,29.5217,-2.69475,-1.07051,0.1739,2.913,3.087,3.087,0.6957,0.2609,9.6957,Combo G,11.2732
Kameron Mayhan,Mississippi Valley St.,SWAC,13,10.5,61.2,16.4,41.2,40.71,6.2,21.2,5.1,39.3,1,3,0.333,4,11,0.364,2,6,0.333,0,1.9,17.6,Jr,6-8,12,-0.712433,60.0858,3.9,2024,78516,"Gardena, CA",,0.19994799,4,8,0,3,0.5,0,0,0,,,118.136,113.809,0.424192,15.5948,-13.3114,-9.74375,-3.56763,-10.4503,7.1538,-7.36741,-3.08291,0.3846,1.1538,1.5385,0.1538,0.2308,0,1.1538,Wing F,3.87754
Markell Petro,Mississippi Valley St.,SWAC,7,3.5,97.5,13,25,42.37,14.9,8.5,7.1,14.9,3,4,0.75,1,3,0.333,0,1,0,3.8,3.9,100,Sr,6-3,21,-0.0739153,84.2514,6.5,2024,78517,"Rosedale, MS",,1,0,2,1,1,0,1,0,1,0,,116.314,126.15,0.0754804,5.62617,-1.76263,-1.66998,-0.0926445,-6.63283,4.4286,-4.90883,-1.724,0.5714,0.2857,0.8571,0.1429,0.2857,0.1429,0.7143,Wing G,1.93877
Uchenna Kellman-Nicholes,North Carolina A&T,CAA,21,61,88.5,13.6,44.1,45.4,1.3,9.6,7.5,14.5,16,30,0.533,9,25,0.36,29,94,0.309,0.7,1,25.2,Fr,6-5,10,-0.866012,79.7191,2.5,2024,78519,"Orlando, FL",,1.15782497,2,12,7,13,0.1667,0.5385,0,0,,,118.034,120.2,1.0068,76.3826,-5.30723,-2.61564,-2.69159,-6.5124,26.7143,-3.67182,-2.84059,0.3333,2.1429,2.4762,1.0476,0.4762,0.1905,5.7619,Combo G,9.74728
Amani Hansberry,Illinois,B10,11,11.5,120,13.7,48.1,48.44,7.6,21.9,8.2,4.1,2,4,0.5,10,20,0.5,2,7,0.286,1.7,2.2,14.8,Fr,6-8,35,0.733438,111.856,4.7,2024,78520,"Silver Spring, MD",86.6,5.00000008,8,12,2,8,0.6667,0.25,0,0,,,93.3275,92.7167,1.23379,23.4007,5.61601,2.51338,3.10263,4.68689,9.2727,0.473159,4.21373,0.6364,2,2.6364,0.4545,0.3636,0.1818,2.5455,Wing F,3.87119
Bobby Rosenberger III,St. Francis PA,NEC,21,61.8,105.7,19.1,45.7,47.32,7.3,12.5,16.7,10.8,16,23,0.696,36,82,0.439,29,92,0.315,0.4,1.3,13.2,Fr,6-5,14,1.05755,101.393,2.9,2024,78521,"Quakertown, PA",,2.14995407,31,72,5,10,0.4306,0.5,0,0,,,113.007,116.972,1.20829,76.384,-2.80397,0.690986,-3.49495,-3.03663,24.3478,-0.12548,-2.91115,1.6522,2.4348,4.087,1.8696,0.6087,0.087,8.1739,Wing G,10.5906
Carlos Lopez Jr.,St. Francis PA,NEC,21,64.3,93.7,22.2,48.9,52.18,1.2,5.7,14.8,23.4,35,47,0.745,31,70,0.443,37,107,0.346,0.4,1.9,26.6,Fr,6-2,4,0.380877,93.3299,2.5,2024,78522,"Egg Harbor, NJ",,0.78722783,21,48,10,22,0.4375,0.4545,0,0,,,114.371,118.384,1.13122,73.8488,-7.08026,-2.53844,-4.54181,-5.52859,24.8261,-2.41945,-3.10914,0.2609,1.2609,1.5217,1.6087,0.8261,0.087,9.1304,Combo G,11.8384
Aaron Humphrey Jr.,St. Francis PA,NEC,5,3,93.7,13.4,50,64.1,4.4,4.9,7.6,35.6,3,4,0.75,1,1,1,0,1,0,0,2.4,200,Fr,6-7,15,-0.0469705,86.3541,6.4,2024,78525,"Indianapolis, IN",,1,0,0,1,1,,1,0,0,,,113.233,113.326,0.307704,3.63616,-7.21706,-4.14869,-3.06837,-4.66231,5.3333,-5.03199,0.369679,0.1667,0.8333,1,0.3333,0.1667,0,1.6667,Pure PG,2.37136
Shane O'Dell,Stonehill,NEC,5,9.9,86.9,30.8,46.3,47.69,4.8,14.5,20.5,18.2,7,13,0.538,16,35,0.457,2,6,0.333,1.3,1.9,31.7,Jr,6-6,11,0.615157,98.6961,3.9,2024,78527,"Schenectady, NY",,0.77777779,15,25,1,10,0.6,0.1,0,0,,,110.788,107.236,1.52117,16.494,-6.88058,-4.56535,-2.31522,-4.12897,18.4,-2.16199,-1.96698,0.8,2.4,3.2,1.4,0.6,0.2,9,Wing G,3.74841
Dian Wright-Forde,Texas A&M Corpus Chris,Slnd,18,51.3,97.7,27.6,42.2,46.61,4.1,8.7,14,11.7,42,59,0.712,59,136,0.434,11,43,0.256,1.4,3.1,33,Jr,6-3,1,1.07897,104.229,3.1,2024,78528,"Bay Shore, NY",,1.52380002,55,115,4,21,0.4783,0.1905,1,1,1,,100.344,102.917,2.00202,68.2201,-0.839434,-0.575443,-0.263991,1.28697,19.8095,0.755834,0.531141,0.9524,1.5714,2.5238,1.5238,1,0.2857,10.0952,Combo G,6.59972
Terrance Dixon Jr.,North Texas,Amer,3,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,So,6-8,13,-0.662683,-6.42618,13.3,2024,78529,"Lawrenceville, GA",,,,,,,,,,,,,108.809,117.918,0.0912155,0.559221,-2.25366,-2.69513,0.441475,-11.3492,2.2,-11.8549,0.505639,0,0.2,0.2,0,0,0,0,C,0
Jae Slack,Northwestern St.,Slnd,13,18,101.4,20.3,43.3,48.76,5.9,12.6,8.3,11.3,16,24,0.667,9,21,0.429,7,24,0.292,1.5,1.1,53.3,Jr,6-6,12,0.477941,100.919,4.2,2024,78530,"Fort Worth, TX",,1,5,11,4,10,0.4545,0.4,0,0,,,115.688,116.509,0.586551,23.2924,-4.13117,-0.659416,-3.47175,-3.22562,12.4667,-0.166365,-3.05926,0.8667,1.2,2.0667,0.5333,0.4,0.1333,4.5333,Wing F,9.12798
Jonathan Kazor,Georgetown,BE,1,0.1,234,13.2,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,Sr,6-2,34,0.460313,221.716,0,2024,78531,"Potomac, MD",,,,,,,,,,,,,120.879,110.039,0.0729485,0.0875181,-32.0982,-8.69654,-23.4017,24.5578,1,20.2855,4.27232,0,0,0,1,0,0,0,Pure PG,0
Tedrick Washington Jr.,Texas A&M Corpus Chris,Slnd,15,37.8,94.9,19.2,45.2,49.87,2.2,14.5,8.7,19.5,22,30,0.733,15,40,0.375,15,43,0.349,1.4,4.4,36.1,Jr,6-2,10,0.18441,91.9921,6,2024,78532,"Blytheville, AR",,0.73684682,5,14,10,26,0.3571,0.3846,0,0,,,95.4019,98.2668,2.06352,61.0937,0.822109,-1.63357,2.45568,0.22637,17.8235,-3.07886,3.30523,0.4706,2,2.4706,0.8235,1.4118,0.2353,6.2941,Combo G,8.95677
Christian Villegas,Texas A&M Corpus Chris,Slnd,8,7.2,75.5,8.4,20,25.21,0,11.5,22.6,25.9,1,2,0.5,1,4,0.25,0,1,0,0,1.1,40,Jr,6-2,3,-0.642827,60.5609,0.8,2024,78533,"El Paso, TX",,6.49850005,1,3,0,1,0.3333,0,0,0,,,104.842,109.797,0.479628,7.73342,-7.4995,-6.14623,-1.35327,-5.40469,9.25,-4.08345,-1.32124,0,0.8333,0.8333,1.0833,0.3333,0.0833,1.25,Scoring PG,1.09356
Kam Parker,Texas A&M Corpus Chris,Slnd,11,22.4,77.3,13.8,33.8,35.96,1.9,5.9,11.2,20.3,4,7,0.571,5,17,0.294,5,20,0.25,0,3.9,18.9,So,6-2,4,-0.954309,70.2714,4,2024,78534,"Tulsa, OK",,2.19993992,5,13,0,4,0.3846,0,0,0,,,100.056,102.127,1.46954,30.1386,-2.68234,-3.62051,0.938171,-4.49284,15.5333,-5.83572,1.34288,0.4,0.9333,1.3333,1.4667,1.2667,0,3.4667,Scoring PG,7.03002
Shilo Jackson,Texas A&M Corpus Chris,Slnd,7,12.9,96.6,17.4,52.2,58.03,5.4,24.4,6.6,28,6,6,1,12,23,0.522,0,0,0,2.7,0.6,26.1,Jr,6-9,13,0.263881,94.7853,4.7,2024,78535,"Indianapolis, IN",,0.30769232,7,12,5,11,0.5833,0.4545,3,4,0.75,,100.123,99.4669,1.45655,17.3591,-4.71506,-5.47849,0.76343,-1.67661,14,-2.56809,0.891479,1.4,2.6,4,0.4,0.2,0.6,6.5,C,0
Xavier Glenn,Texas A&M Corpus Chris,Slnd,2,0.6,94.2,20,40,40,25.1,0,0,0,0,0,0,2,5,0.4,0,0,0,0,0,0,Jr,6-4,23,-0.0118398,87.3553,0,2024,78536,"Bixby, OK",,,1,2,1,3,0.5,0.3333,0,0,,,110.801,122.017,0.0627699,0.403255,-9.21931,-1.03791,-8.1814,0.228463,5.3333,8.39351,-8.16505,1,0.6667,1.6667,0.6667,0,0.3333,4,PF/C,0
Brian Goracke,Montana St.,BSky,20,77.5,111.2,22.9,53.2,58.21,5.6,11.9,5.4,11.3,61,70,0.871,56,107,0.523,41,114,0.36,1.6,1.3,31.7,Jr,6-6,21,2.50582,112.347,4.3,2024,78538,"Monroe, OR",,0.67645269,42,64,14,43,0.6563,0.3256,5,7,0.7143,,109.287,109.693,2.29947,96.7856,-1.00809,1.28374,-2.29183,-0.401378,31,1.33849,-1.73986,1.2609,3.2174,4.4783,1,0.6522,0.4783,15.2609,Wing F,10.5608
Aaron Franklin,Milwaukee,Horz,10,22.5,124.9,12.6,62.8,63.25,8,14.6,6.6,16.5,1,1,1,18,28,0.643,6,15,0.4,1.1,2.1,2.3,So,6-5,25,1.58811,113.196,2.7,2024,78539,"Kansas City, MO",,1,14,21,4,7,0.6667,0.5714,0,0,,,112.086,113.444,1.15925,34.2058,-0.0584581,1.27286,-1.33132,1.07045,18.5833,2.06196,-0.991508,1.5833,2.0833,3.6667,0.75,0.6667,0.1667,4.75,Wing F,4.44581
Darius Duffy,Milwaukee,Horz,18,48.4,125.4,9.9,72.9,64.57,10.1,10,6.1,15.3,11,31,0.355,35,48,0.729,0,0,0,7.4,1.7,64.6,Jr,6-8,34,1.29742,105.431,3.3,2024,78540,"Murray, KY",,1.36363633,32,44,3,4,0.7273,0.75,17,17,1,,112.002,112.901,1.43939,74.0267,3.84886,1.21586,2.633,1.73322,21.65,0.885143,0.848082,2.15,2,4.15,0.75,0.7,1.45,4.35,C,0
Bradley Dean,Miami OH,MAC,13,27.3,99.6,19.9,50.7,53.55,1.6,11.5,15.7,16.7,10,12,0.833,11,32,0.344,16,37,0.432,0,3.8,17.4,Jr,6-2,1,0.565278,98.2291,2.4,2024,78541,"Gate City, VA",,1.71434693,5,11,5,19,0.4545,0.2632,0,0,,,103.317,106.31,1.52614,45.4505,-0.535478,-0.407271,-0.128207,0.049272,18.4,-0.733226,0.782498,0.2667,1.8,2.0667,1.6,1.2,0.0667,6.2667,Combo G,9.49735
O'zhell Jackson,Middle Tennessee,CUSA,7,9.2,73,18.6,70,56.29,7.6,11.4,15.1,43.5,1,7,0.143,7,9,0.778,0,1,0,6.9,3.3,70,Jr,6-8,5,-0.59148,73.1522,0.5,2024,78542,"Bronx, NY",,0.66669166,7,9,0,0,0.7778,,0,0,,,98.809,97.0604,1.26411,15.2008,-0.763025,-6.08454,5.32151,2.8107,11.2222,-0.724321,3.53502,0.7778,1.4444,2.2222,0.8889,0.5556,0.7778,2.3333,PF/C,0.808568
Israel Yaw,Maryland Eastern Shore,MEAC,17,29.1,87.6,14.1,45.8,45.82,6.7,13.3,2.3,16.6,10,23,0.435,15,31,0.484,1,5,0.2,3.9,2.6,63.9,So,6-9,20,-0.370634,79.874,5.7,2024,78543,"Georgetown, Guyana",,0.33333336,12,17,3,13,0.7059,0.2308,6,8,0.75,,103.355,107.865,0.935786,39.8655,-4.19382,-5.61903,1.4252,-4.64209,11.8,-5.35692,0.714826,0.7,1.4,2.1,0.15,0.5,0.35,2.55,Wing F,1.4596
Jonathan Pierre,Memphis,Amer,12,5.8,71.1,17,31.3,30.35,6.7,12.1,6.3,18.8,0,1,0,2,7,0.286,2,9,0.222,0,1.1,6.3,Jr,6-9,0,-0.287135,69.5678,1.5,2024,78544,"Hallandale, FL",,0.66680002,2,4,0,3,0.5,0,1,1,1,,108.305,107.718,0.34384,8.01424,-7.78497,-4.79422,-2.99075,-7.84687,4.3333,-4.49056,-3.35631,0.25,0.5,0.75,0.1667,0.0833,0,0.8333,Wing F,9.64956
Devon Ellis,Maryland Eastern Shore,MEAC,17,65,95.3,21.2,46.9,50.79,4.6,13.5,6.6,16,34,47,0.723,66,137,0.482,2,10,0.2,1.2,0.7,32,So,6-6,11,0.649784,96.2596,1.9,2024,78545,"Chicago, IL",,0.5,37,69,29,68,0.5362,0.4265,4,5,0.8,,109.49,114.268,1.51589,67.586,-6.15839,-4.52188,-1.63651,-3.82784,25.85,-1.94572,-1.88212,1.2,3.3,4.5,0.75,0.5,0.3,10.95,Wing G,1.30691
Tyler Mack,Maryland Eastern Shore,MEAC,17,46.5,89.4,16.5,45.1,45.28,0.3,10.2,5.9,12.2,2,4,0.5,3,16,0.188,29,87,0.333,0.7,0.7,3.9,Jr,6-5,4,-0.286412,84.6213,1.9,2024,78546,"Warren, MI",,1.08333325,0,4,3,12,0,0.25,0,0,,,110.945,115.786,0.985358,44.6356,-5.97405,-3.41446,-2.55959,-4.06217,19.15,-1.94144,-2.12073,0.1,2,2.1,0.65,0.3,0.1,6.35,Combo G,15.8937
Jaylen Smith,North Florida,ASun,21,48.6,97.8,21.2,46.7,48.52,1.1,7.7,24.1,19.4,15,23,0.652,18,33,0.545,26,89,0.292,0,2.3,18.9,Fr,5-11,12,0.494504,96.3938,4.6,2024,78548,"Ocoee, FL",,2.06255157,15,27,3,6,0.5556,0.5,0,0,,,114.041,114.074,1.14562,62.6415,-3.57447,-0.315184,-3.25929,-5.44017,19.3333,-3.43237,-2.00781,0.1667,1.125,1.2917,2.75,0.7917,0,6.2917,Scoring PG,12.6219
Jasai Miles,North Florida,ASun,21,45.6,112.2,17.1,50.5,55.24,6.7,19.5,8,13.2,29,39,0.744,19,36,0.528,18,55,0.327,0.8,1.7,42.9,Fr,6-6,0,0.984696,104.603,3.2,2024,78552,"Miami, FL",,1.05254514,17,28,2,8,0.6071,0.25,0,0,,,111.163,111.195,1.25867,67.636,-0.631004,0.737008,-1.36801,-0.855242,18.5,0.32036,-1.1756,1.1667,3.2917,4.4583,0.8333,0.5417,0.1667,6.0833,Wing F,8.31322
Darik Dissette,North Dakota St.,Sum,18,24.1,113.8,13,52.9,51.6,9.2,6.3,7.3,9.2,5,12,0.417,17,31,0.548,1,4,0.25,0,1.5,34.3,Fr,6-4,13,0.444242,100.984,5.2,2024,78555,"Minot, ND",,2.80008394,14,24,3,7,0.5833,0.4286,1,1,1,,115.782,114.781,0.606618,28.6269,-1.24555,0.345356,-1.59091,-3.31916,11.9524,-2.29219,-1.02696,0.8571,0.9524,1.8095,0.6667,0.2857,0,2.9524,Wing G,1.20116
Jacksun Hamilton,Western Illinois,OVC,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jr,6-7,21,-0.887166,-6.81393,10,2024,78557,"La Crosse, WI",,0.50017504,,,,,,,,,,,112.17,110.575,0.189571,0.770952,-6.03917,-3.9469,-2.09227,-11.5441,4.4286,-9.76749,-1.77656,0.4286,0.7143,1.1429,0.1429,0,0,1.4286,PF/C,0
Sydney Shipp,Cal St. Fullerton,BW,1,0.2,0,0,0,0,0,58.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sr,6-0,11,-0.668375,-7.24635,0,2024,78558,"Chicago, IL",,2,,,,,,,,,,,90.6202,83.9527,0.326934,0.547036,-13.6879,-10.3899,-3.29792,-5.80276,4.5,-8.42827,2.62551,0,0.5,0.5,1,0,0,0,PF/C,0
Brandon McCreesh,Bucknell,Pat,21,23.5,118.2,10.8,59.1,67.1,2.3,8.9,13.3,23.5,15,18,0.833,7,14,0.5,4,8,0.5,0.6,1.1,81.8,Fr,6-4,10,0.457175,101.845,2.4,2024,78559,"The Bronx, NY",,1.66658879,5,6,2,8,0.8333,0.25,0,0,,,111.94,115.732,0.548216,29.2523,-3.71575,-1.51267,-2.20309,-2.92569,10.4286,-1.74675,-1.17894,0.1905,0.7619,0.9524,0.7143,0.1905,0.0476,1.9524,Combo G,2.26919
Myles Che,Chattanooga,SC,21,48.1,100.9,21.2,54.9,59.43,1.8,11.4,18.6,26.9,32,40,0.8,43,70,0.614,9,33,0.273,0.6,2,38.8,Fr,6-2,77,0.751412,100.312,4.7,2024,78560,"Los Angeles, CA",,1.09301449,11,20,32,50,0.55,0.64,0,0,,,106.72,108.09,1.53422,69.0873,-3.25853,-2.11346,-1.14507,-3.52695,19.4348,-2.93156,-0.595398,0.3043,2.087,2.3913,2.0435,0.7391,0.087,7.3043,Combo G,4.70845
Patrick O'Brien,Bucknell,Pat,4,0.9,99.2,14.2,100,51.28,15.9,15.3,0,0,0,2,0,1,1,1,0,0,0,0,7.7,200,Fr,6-8,0,0.0243867,92.5753,5,2024,78562,"Warrenton, VA",,,0,0,1,1,,1,0,0,,,94.5629,93.0935,0.263497,2.06354,-1.38546,0.101943,-1.4874,0.953026,2,-0.87158,1.82461,0.25,0.25,0.5,0,0.25,0,0.5,C,0
Tylen Riley,Cal Baptist,WAC,17,16.4,82,16.9,35.3,38.36,1.7,15.6,9.4,17.2,5,8,0.625,6,17,0.353,4,17,0.235,1.6,1.5,23.5,Fr,6-3,11,-0.275633,78.2584,5.4,2024,78563,"Las Vegas, NV",,1.6665611,5,11,1,6,0.4545,0.1667,0,0,,,98.295,101.893,0.744228,22.5559,-4.338,-4.9928,0.6548,-5.5787,8.4737,-6.23856,0.659853,0.1579,1.3158,1.4737,0.5263,0.3158,0.1053,2.1579,Wing G,8.2366
Jonathan Griman,Cal Baptist,WAC,9,6.1,101.2,15.6,56.3,55.56,7.1,10.6,13,25.2,2,4,0.5,3,5,0.6,1,3,0.333,12.9,2.6,50,Fr,6-11,14,0.0825024,93.7132,7,2024,78564,"Caracas, Venezuela",,1,2,3,1,2,0.6667,0.5,0,0,,,89.6166,92.0323,0.692202,11.3631,6.9438,-1.82057,8.76437,5.20643,5.9091,-1.95848,7.16491,0.3636,0.7273,1.0909,0.2727,0.2727,0.8182,1.1818,PF/C,3.90782
Andre Nunley,Prairie View A&M,SWAC,18,39.4,104.7,13.4,41.9,53.24,7.3,13.9,14.4,20.8,29,38,0.763,18,36,0.5,0,7,0,1.4,5.7,88.4,Sr,5-10,30,0.250732,93.1903,4.1,2024,78565,"Euless, TX",,1.56249998,14,24,3,11,0.5833,0.2727,0,0,,,99.741,102.508,1.73393,76.9794,2.24233,-0.842186,3.08451,1.06093,16.2,-2.09348,3.15441,1.15,1.85,3,1.25,1.65,0.2,3.25,Combo G,1.21948
Tasman Goodrick,Cal Baptist,WAC,6,2.8,47.1,14.8,0,10.1,15.6,11.6,0,19.4,1,2,0.5,0,4,0,0,0,0,0,0,50,Fr,6-10,5,-0.561624,42.8181,1.9,2024,78566,"Sydney, Australia",,0,0,4,0,0,0,,0,0,,,104.14,106.225,0.301643,2.84769,-15.8111,-10.8702,-4.9409,-13.1587,3.625,-7.49823,-5.66051,0.625,0.375,1,0,0.125,0,0.625,C,0
