Player,Team,Conference,GP,MPG,ORtg,USG,eFG%,TS%,ORB%,DRB%,AST%,TO%,FTM,FTA,FT%,2P,2PA,2P%,3P,3PA,3P%,BLK%,STL%,FTR,Class,Height,Number,PORPAG,Adj_O_Eff,Foul_rate,Year,ID,Hometown,Recruiting_Rank,A_TO_Rate,Rim_Made,Rim_Missed,Mid_Made,Mid_Missed,Rim%,Mid%,Dunks,Dunks_Attempts,Dunk%,Draft_Spot,DRTG,Adj_DRTG,D_PORPAG,stops,BPM,O_BPM,D_BPM,G_BPM,MPG,OG_BPM,DG_BPM,OREB_PG,DREB_PG,REB_PG,AST_PG,STL_PG,BLK_PG,PTS_PG,Position_Advanced,3PT/100
Zed Key,Ohio St.,B10,23,41,122.9,22.6,55.7,60.96,14.2,17.8,7.4,12.5,57,79,0.722,56,99,0.566,2,7,0.286,3.5,0.8,74.5,Sr,6-8,23,2.37571,130.835,4.9,2024,72919,"Bay Shore, NY",72.6,0.77779196,44,62,10,33,0.7097,0.303,22,26,0.8462,,103.441,99.7616,1.78003,68.4679,4.14154,3.79923,0.342313,3.83969,16.4783,3.60533,0.234353,2.0435,2.6087,4.6522,0.6087,0.2174,0.5652,7.6087,C,1.1034
Jackson Young,SMU,Amer,5,1.1,72.9,36.4,25,25,37.1,34.6,0,18,0,0,0,0,1,0,1,5,0.2,0,0,0,Jr,6-2,35,-0.0424097,82.2715,0,2024,72920,"Kerrville, TX",,0,0,0,0,1,,0,0,0,,,90.4792,95.5142,0.222027,2.01596,-22.8959,-8.83341,-14.0624,-12.6061,1.8,-3.59378,-9.01236,0.6,0.6,1.2,0,0,0,0.6,PF/C,31.8033
Cameron Matthews,Mississippi St.,SEC,22,70.6,114.8,17.8,62.3,61.33,9.7,17.2,18.2,20.8,37,68,0.544,82,118,0.695,1,16,0.063,2.8,4,50.7,Sr,6-7,4,2.57458,115.346,4.8,2024,72921,"Olive Branch, MS",34,1.4749752,76,101,6,17,0.7525,0.3529,31,32,0.9688,,93.2315,88.718,4.14747,145.041,10.6856,4.2256,6.45999,7.63187,28.2273,2.16518,5.46669,2.4091,4.5,6.9091,2.6818,1.9545,0.6818,9.2727,Wing G,1.47682
Tony Toney,UAB,Amer,21,46,100.1,16.4,48.1,49.76,2.3,9.5,7.6,15.3,21,37,0.568,32,66,0.485,12,38,0.316,0.8,1.8,35.6,Jr,6-2,12,0.423661,95.7019,2.8,2024,72924,"Huntsville, AL",,1.17652385,25,46,7,20,0.5435,0.35,5,7,0.7143,,112.389,109.366,1.38417,59.3089,-2.23912,-0.352809,-1.88631,-1.70748,19.0909,-0.992977,-0.714501,0.4091,1.5,1.9091,0.9091,0.6364,0.1364,5.8636,Wing G,5.58751
Oso Ighodaro,Marquette,BE,22,80.8,123.3,21.8,62.6,63.99,11.4,15.2,14.9,15.2,68,103,0.66,124,196,0.633,0,2,0,4.5,1.9,52,Sr,6-11,13,4.80775,131.933,2.6,2024,72926,"Chandler, AZ",76,1.41468124,79,119,45,77,0.6639,0.5844,44,50,0.88,,97.2542,92.3396,4.34242,139.845,9.64604,4.51911,5.12693,8.02559,32.3182,4.86155,3.16405,3.0909,4.1818,7.2727,2.6364,1.0455,1.1818,14.3636,C,0.161447
Chaz Lanier,North Florida,ASun,21,81.5,122.9,23.6,64,66.45,2.1,13.2,8.5,12.5,52,61,0.852,66,115,0.574,72,157,0.459,0.9,1.9,22.4,Jr,6-4,2,4.0369,124.735,1.7,2024,72930,"Nashville, TN",,0.8918726,48,74,18,41,0.6486,0.439,16,16,1,,112.921,112.954,2.04908,111.217,2.34023,4.40249,-2.06227,4.98305,31.9167,6.26823,-1.28518,0.7917,3.5833,4.375,1.375,1.0833,0.2917,18.5,Wing G,13.2774
Jacob Crews,Tennessee Martin,OVC,20,81.1,122.8,22.1,59.2,61.69,6.7,18.4,7.1,9.8,59,79,0.747,69,120,0.575,53,131,0.405,1.1,1,31.5,Jr,6-8,35,3.88167,123.54,1.9,2024,72931,"Hilliard, FL",,0.96557147,44,61,22,52,0.7213,0.4231,10,10,1,,106.742,111.082,2.24937,124.924,1.7862,3.94794,-2.16174,3.67668,31.7083,5.2305,-1.55381,2.125,6.0833,8.2083,1.1667,0.7083,0.4583,17.5,Stretch 4,10.9148
Corey McKeithan,Rider,MAAC,21,82.3,99,15,44.9,46.79,2.3,11.9,19.2,19.1,16,22,0.727,41,102,0.402,23,66,0.348,0.8,2.1,13.1,Sr,6-0,3,0.390652,92.4795,2.8,2024,72933,"Windsor, CT",,2.0540492,16,32,25,70,0.5,0.3571,0,2,0,,108.36,111.141,2.27661,117.266,-0.61132,-0.206788,-0.404532,-1.72839,32.8182,-1.71389,-0.0144942,0.6818,3.5455,4.2273,3.4545,1.2727,0.2273,8.0909,Combo G,5.42053
Theo Hughes,Northern Colorado,BSky,18,25.3,107,17.1,65.8,61.4,9.8,16.3,7.1,22,13,28,0.464,25,38,0.658,0,0,0,4.3,1.1,73.7,Sr,7-0,32,0.466713,101.07,7.4,2024,72936,"Brentwood, England",,0.56249998,21,28,4,10,0.75,0.4,0,0,,,108.717,110.531,0.797886,39.6593,-1.68185,-1.36908,-0.31277,-3.84647,11.35,-3.45881,-0.387654,0.95,1.6,2.55,0.45,0.2,0.4,3.25,C,0
Jalen Page,Northern Colorado,BSky,3,1.4,42.6,14.6,0,0,10.1,9.8,11.6,32.3,0,0,0,0,1,0,0,1,0,0,0,0,Jr,6-5,25,-0.712412,37.7349,0,2024,72937,"Boulder, CO",,1,0,1,0,0,0,,0,0,,,116.346,122.952,0.112564,1.55059,-13.4737,-9.31239,-4.1613,-17.3366,4,-9.20933,-8.12723,0.25,0.25,0.5,0.25,0,0,0,PF/C,4.86521
Wil Tattersall,UC Riverside,BW,21,52.4,87.3,13.6,40,41.54,2.9,12,7.2,14.1,9,15,0.6,25,52,0.481,10,48,0.208,0,1,15,Sr,6-7,14,-0.671947,79.8192,3,2024,72940,Australia,,1.26663602,18,35,7,17,0.5143,0.4118,0,0,,,110.521,111.133,1.4489,64.4674,-3.72627,-3.39977,-0.326497,-5.01637,20.8696,-4.219,-0.797367,0.6087,2.1304,2.7391,0.8261,0.3478,0.0435,4.5217,Wing G,6.53505
Desmond Polk,SIU Edwardsville,OVC,16,36.6,111.6,12.4,58.7,58.13,1.6,10.5,5.6,13.5,2,5,0.4,16,29,0.552,14,34,0.412,1.2,1.9,7.9,Jr,6-4,2,0.491119,96.7901,1.4,2024,72941,"Milwaukee, WI",25.2,1.09994293,7,9,9,20,0.7778,0.45,4,4,1,,107.739,111.174,1.26373,45.0387,-2.21697,-1.49064,-0.726333,-1.59959,17.6316,-1.37654,-0.223055,0.3158,1.6842,2,0.5789,0.6316,0.1579,4.3158,Wing G,7.08117
KK Robinson,Little Rock,OVC,18,62.1,108,25.7,46.3,53.6,2.6,17.6,27,17.8,85,105,0.81,61,135,0.452,26,81,0.321,2.9,2.2,48.6,Sr,6-0,2,2.65374,112.087,3.8,2024,72943,"Little Rock, AR",88.4,1.81632503,39,65,22,68,0.6,0.3235,0,0,,,103.389,109.628,2.47018,124.341,1.18045,1.1855,-0.00504949,1.72406,33.4444,1.71911,0.00494892,0.7778,5.2778,6.0556,4.9444,1.3333,0.8889,15.8333,Combo G,7.55006
Paris Dawson,Seattle,WAC,20,59.9,94.4,14.7,40.4,46.35,3.2,13.8,17.8,23.7,27,36,0.75,14,39,0.359,16,55,0.291,0.4,2.2,38.3,Jr,6-2,2,-0.0469011,88.523,3.1,2024,72945,"Carson, CA",,1.71872945,4,12,10,27,0.3333,0.3704,0,0,,,97.5744,99.2112,2.77499,97.4426,1.36308,-0.82987,2.19295,0.404835,25.9048,-1.97203,2.37686,0.6667,3.1429,3.8095,2.619,1.0476,0.0952,5.7619,Combo G,6.16725
Keith Lamar,Florida A&M,SWAC,16,61.4,95.6,23.7,49.1,51.1,5.6,17.1,11.5,17,27,42,0.643,46,103,0.447,23,61,0.377,1.6,2.6,25.6,Sr,6-6,5,0.995113,99.4424,3.9,2024,72946,"Stockbridge, GA",,0.72971398,26,40,20,63,0.65,0.3175,3,3,1,,111.996,111.531,1.87213,86.3071,-2.02591,-0.597425,-1.42848,-1.81182,27.7222,-0.180865,-1.63095,1.4444,4.2222,5.6667,1.5,1.3333,0.4444,12.8333,Wing F,7.93952
Giancarlo Valdez,Stetson,ASun,14,9.1,109.8,15.5,42.9,51.98,3.2,9,16.1,15.1,7,9,0.778,3,8,0.375,2,6,0.333,1.4,0.8,64.3,Jr,6-3,3,0.243429,101.93,5.2,2024,72948,"Santo Domingo, Dominican Republic",,3.75010607,3,6,0,2,0.5,0,0,0,,,115.209,116.2,0.281128,10.4943,-4.22092,-1.29409,-2.92683,-4.47298,6.7059,-2.45395,-2.01903,0.3529,0.8235,1.1765,0.8824,0.1765,0.0588,2.1765,Scoring PG,4.71482
Kyle LeGreair,Detroit,Horz,24,52.4,77.6,5.9,35.4,40.67,2,8.3,11.4,39.1,6,9,0.667,7,19,0.368,1,5,0.2,0.2,2,37.5,Sr,6-0,5,-2.12565,59.8191,2.2,2024,72955,"Detroit, MI",,1.600024,3,8,4,11,0.375,0.3636,0,0,,,119.953,119.583,0.834408,70.8671,-6.49841,-5.28908,-1.20934,-7.35549,21.1667,-6.34065,-1.01485,0.375,1.4167,1.7917,1.3333,0.7083,0.0417,0.9583,Scoring PG,0.577217
Te'Jon Sawyer,Montana,BSky,20,43.2,112.3,24.9,56.2,59.54,6.3,13.7,8.7,13.2,32,41,0.78,67,114,0.588,4,16,0.25,3.6,0.7,31.5,Jr,6-8,32,1.71401,117.627,6.4,2024,72959,"San Francisco, CA",,0.78259999,43,56,24,58,0.7679,0.4138,3,3,1,,108.492,108.142,1.37524,57.8256,-1.01032,0.24339,-1.25371,-0.65746,17.0435,-0.0676561,-0.589804,1,2.1739,3.1739,0.7826,0.2174,0.5217,8.7826,PF/C,2.78037
Shamir Bogues,Vermont,AE,15,48.5,101.5,22.6,55.2,55.72,5.4,17.6,14.2,18.7,16,28,0.571,61,105,0.581,5,19,0.263,2.4,3.8,22.6,Jr,6-4,12,1.50547,105.066,2,2024,72960,"Killeen, TX",,1.2068703,42,73,19,32,0.5753,0.5938,4,6,0.6667,,93.9202,94.9105,3.40045,88.9113,3.36132,-0.789893,4.15121,4.14263,26.3529,0.789068,3.35357,1.1765,4,5.1765,2.0588,1.7647,0.5294,10.1765,Wing G,2.86165
Steven Verplancken,Weber St.,BSky,20,83.1,108.9,17.8,50.5,53.48,2.2,8,7.4,8.7,31,38,0.816,35,84,0.417,43,113,0.381,0,1.4,19.3,Sr,6-4,11,1.77924,104.486,2.1,2024,72964,"San Pedro, Dominican Republic",,1.77779196,15,26,20,58,0.5769,0.3448,0,0,,,106.777,107.444,2.72426,96.1546,-0.455659,1.14472,-1.60038,-0.600041,32,0.379957,-0.979998,0.5217,2.3478,2.8696,1.3913,0.6957,0,11.913,Wing G,10.2604
Carlton Linguard Jr.,UTSA,Amer,21,62.1,115.9,18.4,50.9,53.9,10.3,13.8,6.5,10.2,32,42,0.762,46,85,0.541,28,88,0.318,6.6,0.6,24.3,Sr,7-0,2,1.97035,111.923,4.2,2024,72965,"San Antonio, TX",,1.05548769,31,46,15,39,0.6739,0.3846,11,13,0.8462,,114.597,115.901,1.30661,95.3028,1.58306,2.09947,-0.516407,-0.701041,25.3182,1.19213,-1.89317,2.5909,3.2727,5.8636,0.8636,0.2727,1.5909,10.4091,PF/C,9.17789
Ben Carlson,Utah,P12,22,45.1,113.2,16.4,58.3,60.24,7.9,15.9,3,15.4,19,26,0.731,30,50,0.6,22,58,0.379,1,0.3,24.1,Sr,6-9,1,1.46805,112.506,3,2024,72966,"Woodburry, MN",81,0.38890246,25,36,5,14,0.6944,0.3571,5,6,0.8333,,104.145,99.2329,1.99302,65.4072,0.822815,1.68203,-0.859212,1.00971,18.0455,1.55959,-0.549882,1.2727,2.8182,4.0909,0.3182,0.0909,0.1818,6.5909,Stretch 4,8.14165
Jabe Mullins,Washington St.,P12,19,23.7,95.1,11.8,37.8,39.04,1.1,8.4,8.2,7.1,2,2,1,5,15,0.333,9,34,0.265,1.5,3.1,4.1,Sr,6-6,3,-0.129425,85.6585,2.8,2024,72969,"Snoqualmie, WA",80.4,3.6662442,1,8,4,7,0.125,0.5714,0,0,,,99.7656,97.7485,1.26705,38.5203,2.37211,0.164605,2.2075,0.939092,11.1053,-2.22213,3.16122,0.1053,0.8421,0.9474,0.5789,0.5789,0.1579,2.0526,Combo G,9.54763
Steven Crowl,Wisconsin,B10,22,72.7,125.5,20.2,61.6,64,11.4,21.8,15.7,16.5,45,61,0.738,80,135,0.593,14,29,0.483,2.2,0.7,37.2,Jr,7-0,22,4.40601,132.752,3.2,2024,72970,"Eagan, MN",56.2,1.48569998,48,76,32,59,0.6316,0.5424,12,14,0.8571,,103.089,96.849,3.45017,111.249,9.28896,5.99773,3.29123,7.80633,29.2273,5.83954,1.96679,2.6364,5,7.6364,2.3636,0.3182,0.5455,11.2273,PF/C,2.75778
Mitchell Saxen,Saint Mary's,WCC,24,69.6,117.2,22.3,56.7,57.67,16.6,15.5,9.5,15.2,59,101,0.584,106,187,0.567,0,0,0,5.8,1.4,54,Sr,6-10,11,3.19799,122.171,3.7,2024,72971,"Seattle, WA",24.2,0.91891892,84,150,18,31,0.56,0.5806,7,9,0.7778,,91.7026,89.9665,3.96925,126.124,8.16905,3.35512,4.81393,6.09987,27.68,3.5018,2.59807,4,3.6,7.6,1.36,0.6,1.44,11.32,C,0
Thomas Howell,South Alabama,SB,20,61.6,107.6,15.7,50.4,53.46,8.3,21.8,4.9,13.8,20,25,0.8,50,95,0.526,7,25,0.28,2.5,1.2,20.8,Jr,6-8,13,1.02351,101.035,5.3,2024,72975,"Natchitoches, LA",,0.76199343,45,80,5,15,0.5625,0.3333,9,9,1,,106.683,108.347,1.94159,99.5146,-1.35684,-1.22814,-0.128697,-2.93315,25.3478,-1.89548,-1.03767,1.8261,4.7391,6.5652,0.6957,0.6957,0.5652,7.3043,PF/C,2.84377
Jace Roquemore,Vermont,AE,16,25.4,122.6,14.7,65,65.78,1.1,13.8,17.6,15.6,10,15,0.667,20,31,0.645,4,9,0.444,1,3.5,37.5,Sr,6-5,13,1.05862,111.942,0.7,2024,72977,"Henderson, NV",,2.99982009,12,19,8,12,0.6316,0.6667,3,3,1,,97.0694,99.5781,1.45662,41.7051,3.44363,0.656181,2.78745,3.75719,14.3889,0.438771,3.31842,0.1667,1.6111,1.7778,1.6667,0.6667,0.1111,3.7778,Combo G,2.58829
Donavan Yap Jr.,Fresno St.,MWC,22,55.9,103.1,22.9,52.3,57.84,0.8,8.7,17,21,45,51,0.882,44,88,0.5,24,65,0.369,0.4,1.4,33.3,Sr,6-5,0,1.4007,107.031,3.2,2024,72986,"Las Vegas, NV",14.8,1.07315154,25,45,18,37,0.5556,0.4865,0,0,,,111.797,109.961,1.63657,71.2362,-2.45762,-0.459574,-1.99805,-1.2199,22.3043,-0.197832,-1.02207,0.1304,1.6087,1.7391,1.913,0.5217,0.087,9.087,Combo G,7.80958
Eoin Nelson,North Alabama,ASun,17,19.2,84.8,16.5,38.1,39.71,10.2,16.1,1.1,16.9,4,7,0.571,16,39,0.41,0,3,0,1.3,1,16.7,Sr,6-11,15,-0.318267,79.3335,4.1,2024,72992,"Dublin, Ireland",,0.22220001,14,26,2,13,0.5385,0.1538,0,0,,,109.712,109.91,0.692014,27.6318,-9.55201,-5.89509,-3.65692,-7.84898,10,-4.65468,-3.1943,0.8333,1.3889,2.2222,0.1111,0.2222,0.2222,2.2222,C,1.04719
Jeremiah Oden,DePaul,BE,23,79.8,85.6,17.2,41.7,45.8,2.3,12.3,5,15.2,35,43,0.814,41,110,0.373,28,89,0.315,1.5,0.6,21.6,Sr,6-9,25,-0.341241,85.9798,2.1,2024,72993,"Chicago, IL",,0.51512403,33,69,7,39,0.4783,0.1795,5,8,0.625,,119.616,113.622,1.93124,102.604,-5.06165,-3.00892,-2.05273,-5.57472,31.913,-3.25349,-2.32123,0.6087,3.3043,3.913,0.7391,0.3478,0.4348,8.7391,Wing F,7.0705
D'Maurian Williams,Texas Tech,B12,7,2.1,65.7,10.8,33.3,33.33,0,17.8,8.7,29.2,0,0,0,1,2,0.5,0,1,0,0,3.2,0,Sr,6-3,3,-0.298999,57.3157,8.4,2024,72998,"Phoenix, AZ",,1,1,2,0,0,0.5,,0,0,,,98.1484,96.6859,0.323768,4.07784,-1.95762,-4.06115,2.10353,-7.49121,2.7143,-10.2274,2.73621,0,0.4286,0.4286,0.1429,0.1429,0,0.2857,Wing G,3.23089
Jamaine Mann,Georgia St.,SB,17,32.1,94.5,21.7,45.6,48.72,6.9,11.5,4.2,16.1,23,39,0.59,29,57,0.509,5,23,0.217,1.2,1.3,48.8,Jr,6-6,2,0.242748,93.7027,6.8,2024,73002,"Hampton, GA",22.8,0.49994377,23,43,6,14,0.5349,0.4286,0,1,0,,110.074,110.609,1.06969,43.1754,-5.45396,-2.89604,-2.55792,-5.63815,15.6111,-4.23945,-1.3987,1,2.0556,3.0556,0.4444,0.3333,0.2222,5.8889,Wing F,5.00401
Phillip Russell,UT Arlington,WAC,10,35.9,107.5,27,48.7,54.86,1.6,5.8,30.5,18.5,40,49,0.816,20,50,0.4,25,68,0.368,0.7,3.1,41.5,Jr,5-10,1,2.79306,117.107,3.9,2024,73003,"St.Louis, MO",,1.50000009,13,22,7,28,0.5909,0.25,0,0,,,106.197,104.798,2.61554,50.6434,1.01003,2.89949,-1.88946,3.68479,28.7,3.07412,0.610672,0.4,1.5,1.9,3.9,1.6,0.2,15.5,Pure PG,13.0292
Trey Hall,Utah Tech,WAC,10,5.1,70.4,17.4,28.6,26.76,7.9,7.8,8.8,7.4,0,2,0,1,5,0.2,2,9,0.222,0,3.9,14.3,So,6-9,15,-0.31509,67.9442,8.4,2024,73004,"Willimantic, CT",,2,1,4,0,1,0.25,0,0,0,,,104.539,105.76,0.377519,8.50647,-4.9015,-3.17951,-1.72199,-7.70175,4.0909,-6.60534,-1.09641,0.2727,0.2727,0.5455,0.1818,0.3636,0,0.7273,Wing F,11.5154
Marques Warrick,Northern Kentucky,Horz,21,88.7,104,26.9,47.1,53.72,1.7,6.5,14.1,15.5,103,121,0.851,84,170,0.494,42,142,0.296,0.3,1.9,38.8,Sr,6-2,3,2.73645,111.287,1,2024,73005,"Lexington, KY",,0.89472622,36,74,48,96,0.4865,0.5,4,5,0.8,,110.36,111.336,2.42863,105.663,-2.01701,0.802292,-2.81931,0.258233,35.3478,2.24449,-1.98626,0.4783,2.087,2.5652,2.2174,1.1739,0.087,19.0435,Combo G,10.9403
Luke House,Drexel,CAA,22,65.8,118.7,13.9,53.3,54.59,4.4,10.3,6.1,9.9,10,12,0.833,35,63,0.556,30,87,0.345,1.1,0.6,8,Sr,6-4,14,1.59653,106.552,1.6,2024,73006,"Norristown, PA",,1.49991789,22,30,13,33,0.7333,0.3939,0,0,,,103.27,104.78,2.39894,83.5064,0.999295,1.46927,-0.469971,1.15066,25.8696,1.22116,-0.0704982,1.0435,2.5652,3.6087,0.913,0.3043,0.2609,7.7826,Wing G,9.14678
Darrick Jones Jr.,Le Moyne,NEC,16,39.9,105.3,17.3,48.7,54.41,3.7,8.3,6.9,13.3,25,31,0.806,13,31,0.419,17,48,0.354,0.8,1,39.2,Sr,6-5,1,0.613319,98.3946,3,2024,73008,"Richmond, VA",,0.77770745,10,25,3,6,0.4,0.5,2,2,1,,115.368,122.211,0.581603,40.6283,-5.78989,-1.2829,-4.50699,-6.22535,19.0526,-1.90622,-4.31913,0.7368,1.4737,2.2105,0.7368,0.4737,0.1053,7.1579,Wing G,9.17992
Matt Zona,Notre Dame,ACC,22,28.3,117.5,11.8,56.3,54.17,9.2,12.2,10.9,12.5,4,11,0.364,9,17,0.529,9,23,0.391,1.8,2,27.5,Sr,6-9,25,0.739191,107.901,3.3,2024,73009,"Blauvelt, NY",27.6,2.16684994,7,15,2,2,0.4667,1,0,0,,,100.439,97.7073,1.30869,43.9833,4.07512,1.00581,3.06932,3.2383,11.5,0.592765,2.64554,0.9091,1.2273,2.1364,0.5909,0.3636,0.1818,2.2273,Stretch 4,5.64988
Trey Robinson,Northern Kentucky,Horz,21,73.6,97.6,20.2,45.6,48.79,8.2,15.6,11.4,17.9,39,59,0.661,64,128,0.5,12,52,0.231,0.9,3.5,32.8,Sr,6-6,1,0.795841,96.8467,3.1,2024,73012,"Hamilton, OH",,0.95125099,39,76,25,52,0.5132,0.4808,3,3,1,,102.501,103.408,2.8268,125.603,0.795842,-0.507199,1.30304,-0.040322,29.3478,-0.630642,0.59032,2.1304,4,6.1304,1.6957,1.6957,0.2174,9.6087,Wing G,4.82826
Jordan Sears,Tennessee Martin,OVC,20,81.4,101.8,31.4,50.2,54.93,1.8,11.3,24.5,19.9,81,98,0.827,97,218,0.445,40,95,0.421,0.8,2.7,31.3,Jr,5-11,3,2.70869,113.048,2.3,2024,73017,"Daytona Beach, FL",,1.13413531,61,127,33,79,0.4803,0.4177,3,4,0.75,,105.947,110.254,2.34963,129.563,-0.308705,0.794468,-1.10317,1.00591,31.6667,1.78964,-0.783738,0.5,3.75,4.25,3.875,1.5,0.2083,19.625,Scoring PG,7.88611
Garrett Hien,Furman,SC,20,51,100.1,19.6,54.3,52.21,3.9,14.3,22.9,21.2,11,32,0.344,54,89,0.607,6,27,0.222,1.4,2.4,27.6,Sr,6-9,13,0.590584,97.3973,5.2,2024,73018,"Concord, NC",,1.48647971,42,63,12,26,0.6667,0.4615,7,7,1,,106.23,105.757,1.79277,79.1104,-1.2788,-1.60927,0.330467,-1.26644,21.087,-2.3146,1.04816,0.9565,2.8696,3.8261,2.3913,0.8261,0.3043,7.1739,Wing F,3.61379
Drew Thelwell,Morehead St.,OVC,19,85.8,111.9,17.5,49.7,53.5,1.4,9.2,26.8,20.4,33,43,0.767,33,69,0.478,26,76,0.342,0.3,2.2,29.7,Jr,6-3,3,2.02403,106.059,0.9,2024,73024,"Orlando, FL",,2.99995123,28,56,6,14,0.5,0.4286,1,1,1,,103.521,105.539,3.03912,101.413,0.830556,1.32244,-0.49188,1.014,33.3478,0.551893,0.462105,0.4348,2.913,3.3478,6.1304,1.2609,0.1739,8.8261,Scoring PG,7.15021
Tekorian Smith,Prairie View A&M,SWAC,1,1.1,0,14.8,0,0,0,0,0,41.2,0,0,0,0,2,0,0,0,0,0,0,0,Sr,6-5,44,-2.80007,-0.598152,13.3,2024,73025,"Memphis, TN",,0,,,,,,,,,,,116.2,106.413,0.769769,0.936737,-21.9292,-16.8087,-5.12052,-27.1186,9,-18.0623,-9.0563,0,0,0,0,0,0,0,PF/C,0
Alex Kotov,Campbell,CAA,20,37,81.4,23.4,45.4,46.24,7.3,17.3,18.4,28.2,20,43,0.465,28,60,0.467,1,5,0.2,4.5,1.6,66.2,Sr,6-10,35,-0.39611,81.3522,3.2,2024,73026,"Moscow, Russia",,0.77779196,23,41,5,19,0.561,0.2632,6,8,0.75,,103.44,105.845,1.29565,57.1893,-5.00408,-6.46567,1.46159,-4.62378,14.913,-4.90811,0.284324,0.913,2.3478,3.2609,1.2174,0.3913,0.5652,4.3043,PF/C,1.03231
Johni Broome,Auburn,SEC,22,60.1,119,28.8,59.2,60.32,12.1,27,18.3,13,63,101,0.624,120,197,0.609,14,41,0.341,10.1,2.5,42.4,Jr,6-10,4,3.87685,135.525,4.2,2024,73027,"Plant City, FL",,1.28575027,104,154,16,43,0.6753,0.3721,23,24,0.9583,,83.2882,81.0295,4.17454,149.6,14.6109,5.75689,8.85403,14.0167,24.0455,8.1356,5.88109,2.5455,6.2273,8.7727,2.0455,1.0455,2.2727,15.6818,PF/C,4.3896
Sebastian Mendoza,Tennessee Martin,OVC,18,41.5,88.3,9,42.5,42.44,1.6,7.7,5.7,16.3,2,5,0.4,9,14,0.643,9,39,0.231,1.8,1.1,9.4,Jr,6-3,21,-1.03299,72.8921,3.7,2024,73034,"Riverside, CA",,1.30766628,8,12,1,1,0.6667,1,0,0,,,110.318,114.607,1.05119,54.1179,-3.0955,-2.58675,-0.50875,-5.69368,18.5909,-4.93203,-0.761645,0.5,1.7727,2.2727,0.7727,0.5455,0.2727,3.3182,Wing G,6.35009
Javontae Hopkins,Prairie View A&M,SWAC,17,63.5,87.9,26.3,41.8,45.71,7.2,9.1,8.2,16.5,59,102,0.578,75,172,0.436,3,18,0.167,0.6,1.9,53.7,Sr,6-0,14,0.333132,92.2741,2.5,2024,73042,"Houston, TX",,0.51065207,58,117,9,40,0.4957,0.225,8,8,1,,110.083,113.506,1.82039,79.3643,-7.41484,-4.22819,-3.18665,-5.63784,30.0526,-2.29161,-3.34623,2,2.4737,4.4737,1.2632,1.3158,0.1579,13.4737,Wing G,1.94568
RJ Blakney,Old Dominion,SB,22,61.5,111.3,16,52.9,55.99,6.1,11.6,3.7,11.6,31,42,0.738,51,88,0.58,15,51,0.294,4.5,2.6,30.2,Jr,6-6,15,1.2719,103.969,3.2,2024,73049,"Baltimore, MD",19.2,0.52387734,46,74,5,14,0.6216,0.3571,12,12,1,,108.147,107.608,2.00104,103.664,0.650608,-0.417684,1.06829,0.00450681,24.3478,-0.214948,0.219455,1.3913,2.6087,4,0.4783,1.087,0.8696,8,Wing F,5.23721
Juhlawnei Stone,Stephen F. Austin,WAC,20,28.8,99.9,16,55.8,58.63,8,8.6,4.2,26.5,13,18,0.722,29,52,0.558,0,0,0,3.5,1.7,34.6,Jr,6-6,32,0.221614,94.5986,5.1,2024,73051,"Lancaster, CA",,0.23813515,19,32,10,20,0.5938,0.5,0,2,0,,100.768,102.414,1.14652,41.0252,-0.96437,-2.46291,1.49854,-1.84717,12.1364,-2.52882,0.681647,1.0455,0.9545,2,0.2273,0.3636,0.3182,4.5909,PF/C,0
Malik Wade,Cal Baptist,WAC,11,19.2,82.2,7.3,33.3,33.57,8.2,15.9,7.2,34,1,3,0.333,3,9,0.333,0,0,0,0.7,1.7,33.3,Jr,6-8,21,-1.0498,66.2676,8.2,2024,73052,"Espirito Santo Do Pinhal, Brazil",,0.900026,3,7,0,2,0.4286,0,0,0,,,98.0947,101.559,1.35878,26.5697,-1.24863,-4.0489,2.80028,-5.5125,15,-7.36864,1.85614,1.2308,2.3846,3.6154,0.6923,0.3846,0.0769,1.3077,C,0
Trey Thomas,Bowling Green,MAC,15,57.8,103.4,18.3,44.2,48.47,0.7,8.6,16.4,12.5,28,32,0.875,22,53,0.415,31,102,0.304,0.4,2.1,20.6,Sr,6-0,1,0.962071,97.7081,2.1,2024,73054,"Durham, ON",,2.22733941,14,29,7,21,0.4828,0.3333,0,0,,,105.808,109.454,2.40416,82.2837,-1.0048,0.521035,-1.52583,-1.60058,32.0588,-0.785537,-0.815045,0.1765,2.5882,2.7647,2.8824,1.2941,0.1176,11.7647,Combo G,11.7056
Carter Gilmore,Wisconsin,B10,21,23.7,124.6,11.6,55.8,62.5,8.4,10.9,8,17.6,13,16,0.813,13,19,0.684,1,7,0.143,0.6,0.6,61.5,Jr,6-7,14,0.943918,116.426,5,2024,73057,"Hartland, WI",,1.42874294,9,14,4,5,0.6429,0.8,2,3,0.6667,,107.201,100.23,1.0635,29.9224,4.2257,3.08179,1.14391,1.71227,10,0.416925,1.29534,0.6667,0.8571,1.5238,0.4762,0.0952,0.0476,2,Wing F,2.04195
